"id","code","excel_col","description","excel_row","calculation_formula","excel_sheet","name","register_type","default_value"
"__export__.delsol_financial_state_row_4700","NT9","","","","NA9+NL9+NP9","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4701","P31","","","","PA1+PA2+PA3+PA4+PA5+ PA6+PA7+PA8+PA9+PA10+PA11+PA12","","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4702","P38","","","","PL1+PL2+PL3+PL4+PL5+ PL6+PL7+PL8+PL9+PL10+PL11+PL12","","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4703","P45","","","","PP1+PP2+PP3+PP4+PP5+ PP6+PP7+PP8+PP9+PP10+PP11+PP12","","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4704","P66","","","","PT1+PT2+PT3+PT4+PT5+ PT6+PT7+PT8+PT9+PT10+PT11+PT12","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4705","P67","","","","P31+P38+P45+P66","","STOCK","Configuracion","0"
"__export__.delsol_financial_state_row_4706","P72","C","","14","","Hoja 2","SALDO ANTERIOR","Configuracion","0"
"__export__.delsol_financial_state_row_4707","P73","E","","14","","Hoja 2","SUSCRIPCIONES","Configuracion","0"
"__export__.delsol_financial_state_row_4708","P74","G","","14","","Hoja 2","RESCISIONES","Configuracion","0"
"__export__.delsol_financial_state_row_4709","P75","I","","14","","Hoja 2","ADJUDICACIONES","Configuracion","0"
"__export__.delsol_financial_state_row_4710","P76","","","","P72+P73-P74-P75","","SALDO ACTUAL","Configuracion","0"
"__export__.delsol_financial_state_row_4711","P79","C","","16","","Hoja 2","SALDO ANTERIOR","Configuracion","0"
"__export__.delsol_financial_state_row_4712","P80","E","","16","","Hoja 2","SUSCRIPCIONES","Configuracion","0"
"__export__.delsol_financial_state_row_4713","P81","G","","16","","Hoja 2","RESCISIONES","Configuracion","0"
"__export__.delsol_financial_state_row_4714","P82","I","","16","","Hoja 2","ADJUDICACIONES","Configuracion","0"
"__export__.delsol_financial_state_row_4715","P83","","","","P79+P80-P81-P82","","SALDO ACTUAL","Configuracion","0"
"__export__.delsol_financial_state_row_4716","P96","G","DE PLANES EN $","41","","Hoja 1","VENTAS","Configuracion","0"
"__export__.delsol_financial_state_row_4717","P97","G","Planes en $","43","","Hoja 1","MARGEN BRUTO","Configuracion","0"
"__export__.delsol_financial_state_row_4718","P99","G","Planes $","44","","Hoja 1","OTROS INGRESOS","Configuracion","0"
"__export__.delsol_financial_state_row_4719","PA1","F","","30","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4720","PA10","F","","39","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4721","PA11","F","","40","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4722","PA12","F","","41","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4723","PA2","F","","31","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4724","PA3","F","","32","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4725","PA4","F","","33","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4726","PA5","F","","34","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4727","PA6","F","","35","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4728","PA7","F","","36","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4729","PA8","F","","37","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4730","PA9","F","","38","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4731","PE1","","","","(GX3+G73-U42-R50-S52)/(N91+A16)/M3","","PUNTO DE EQUILIBRIO (EN UNIDADES)","Configuracion","0"
"__export__.delsol_financial_state_row_4732","PL1","G","","30","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4733","PL10","G","","39","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4734","PL11","G","","40","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4735","PL12","G","","41","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4736","PL2","G","","31","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4737","PL3","G","","32","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4738","PL4","G","","33","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4739","PL5","G","","34","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4740","PL6","G","","35","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4741","PL7","G","","36","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4742","PL8","G","","37","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4743","PL9","G","","38","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4744","PP1","H","","30","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4745","PP10","H","","39","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4746","PP11","H","","40","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4747","PP12","H","","41","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4748","PP2","H","","31","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4749","PP3","H","","32","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4750","PP4","H","","33","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4751","PP5","H","","34","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4752","PP6","H","","35","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4753","PP7","H","","36","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4754","PP8","H","","37","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4755","PP9","H","","38","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4756","PT1","","","","PA1+PL1+PP1","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4757","PT10","","","","PA10+PL10+PP10","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4758","PT11","","","","PA11+PL11+PP11","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4759","PT12","","","","PA12+PL12+PP12","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4760","PT2","","","","PA2+PL2+PP2","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4761","PT3","","","","PA3+PL3+PP3","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4762","PT4","","","","PA4+PL4+PP4","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4763","PT5","","","","PA5+PL5+PP5","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4764","PT6","","","","PA6+PL6+PP6","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4765","PT7","","","","PA7+PL7+PP7","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4766","PT8","","","","PA8+PL8+PP8","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4767","PT9","","","","PA9+PL9+PP9","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4768","PV1","","","","(N72/G1)*100","","PART. EN VTAS TOTALES (%)","Configuracion","0"
"__export__.delsol_financial_state_row_4769","PV2","","","","(P96/G1)*100","","PART. EN VTAS TOTALES (%)","Configuracion","0"
"__export__.delsol_financial_state_row_4770","PV3","","","","(U23/G1)*100","","PART. EN VTAS TOTALES (%)","Configuracion","0"
"__export__.delsol_financial_state_row_4771","PV4","","","","(R31/G1)*100","","PART. EN VTAS TOTALES (%)","Configuracion","0"
"__export__.delsol_financial_state_row_4772","PV5","","","","(S33/G1)*100","","PART. EN VTAS TOTALES (%)","Configuracion","0"
"__export__.delsol_financial_state_row_4773","R1","C","","20","","Hoja 2","POR MAYOR","Configuracion","0"
"__export__.delsol_financial_state_row_4774","R10","C","","23","","Hoja 2","SERVICIO PLUS FORD","Configuracion","0"
"__export__.delsol_financial_state_row_4775","R11","D","","23","","Hoja 2","SERVICIO PLUS FORD","Configuracion","0"
"__export__.delsol_financial_state_row_4776","R12","","","","(R11/R10)*100","","SERVICIO PLUS FORD","Configuracion","0"
"__export__.delsol_financial_state_row_4777","R13","C","","24","","Hoja 2","GARANTIA Y POLITICA","Configuracion","0"
"__export__.delsol_financial_state_row_4778","R14","D","","24","","Hoja 2","GARANTIA Y POLITICA","Configuracion","0"
"__export__.delsol_financial_state_row_4779","R15","","","","(R14/R13)*100","","GARANTIA Y POLITICA","Configuracion","0"
"__export__.delsol_financial_state_row_4780","R16","C","","25","","Hoja 2","CARGOS INTERNOS","Configuracion","0"
"__export__.delsol_financial_state_row_4781","R17","D","","25","","Hoja 2","CARGOS INTERNOS","Configuracion","0"
"__export__.delsol_financial_state_row_4782","R18","","","","(R17/R16)*100","","CARGOS INTERNOS","Configuracion","0"
"__export__.delsol_financial_state_row_4783","R19","C","","26","","Hoja 2","MERCADERIAS VARIAS","Configuracion","0"
"__export__.delsol_financial_state_row_4784","R2","D","","20","","Hoja 2","POR MAYOR","Configuracion","0"
"__export__.delsol_financial_state_row_4785","R20","D","","26","","Hoja 2","MERCADERIAS VARIAS","Configuracion","0"
"__export__.delsol_financial_state_row_4786","R21","","","","(R20/R19)*100","","MERCADERIAS VARIAS","Configuracion","0"
"__export__.delsol_financial_state_row_4787","R22","","","","R1+R4+R7+R10+R13+R16+ R19","","TOTAL REPUESTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4788","R23","","","","R2+R5+R8+R11+R14+R17+ R20","","TOTAL REPUESTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4789","R24","","","","(R23/R22)*100","","TOTAL REPUESTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4790","R3","","","","(R2/R1)*100","","POR MAYOR","Configuracion","0"
"__export__.delsol_financial_state_row_4791","R31","J","","41","","Hoja 1","VENTAS","Configuracion","0"
"__export__.delsol_financial_state_row_4792","R32","J","","43","","Hoja 1","MARGEN BRUTO","Configuracion","0"
"__export__.delsol_financial_state_row_4793","R34","J","","44","","Hoja 1","OTROS INGRESOS","Configuracion","0"
"__export__.delsol_financial_state_row_4794","R36","J","","45","","Hoja 1","OTROS EGRESOS","Configuracion","0"
"__export__.delsol_financial_state_row_4795","R38","","","","R32+R34-R36","","UTIL. BRUTA DEPARTAMENTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4796","R4","C","","21","","Hoja 2","POR MENOR","Configuracion","0"
"__export__.delsol_financial_state_row_4797","R48","J","","47","","Hoja 1","GASTOS VARIABLES","Configuracion","0"
"__export__.delsol_financial_state_row_4798","R5","D","","21","","Hoja 2","POR MENOR","Configuracion","0"
"__export__.delsol_financial_state_row_4799","R50","","","","R38-R48","","MARGEN VARIABLE DEPTAL.","Configuracion","0"
"__export__.delsol_financial_state_row_4800","R6","","","","(R5/R4)*100","","POR MENOR","Configuracion","0"
"__export__.delsol_financial_state_row_4801","R60","J","","49","","Hoja 1","GASTOS FIJOS ASIGNADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4802","R64","","","","R50-R60","","MARGEN NETO DEPTAL.","Configuracion","0"
"__export__.delsol_financial_state_row_4803","R67","J","","51","","Hoja 1","GASTOS FIJOS DISTRIBUIDOS","Configuracion","0"
"__export__.delsol_financial_state_row_4804","R69","","","","R64-R67","","UTILIDAD OPERATIVA DEPTAL.","Configuracion","0"
"__export__.delsol_financial_state_row_4805","R7","C","","22","","Hoja 2","POR TALLER","Configuracion","0"
"__export__.delsol_financial_state_row_4806","R77","I","cantidad total de personal afectado al area","36","","Hoja 2","REPUESTOS.","Configuracion","0"
"__export__.delsol_financial_state_row_4807","R8","D","","22","","Hoja 2","POR TALLER","Configuracion","0"
"__export__.delsol_financial_state_row_4808","R9","","","","(R8/R7)*100","","POR TALLER","Configuracion","0"
"__export__.delsol_financial_state_row_4809","RC1","","","","(G1/B38)/100","","ROTACION DEL CAPITAL EN FUNC. VTAS.","Configuracion","0"
"__export__.delsol_financial_state_row_4810","RO1","","","","(G6/B41)/100","","RENTABILIDAD OPERATIVA S/CAP TRABAJO","Configuracion","0"
"__export__.delsol_financial_state_row_4811","RO2","","","","(G6/B38)/100","","RENTABILIDAD OPERATIVA S/P.N.","Configuracion","0"
"__export__.delsol_financial_state_row_4812","S10","","","","(S9/S8)*100","","CHAPA Y PINTURA","Configuracion","0"
"__export__.delsol_financial_state_row_4813","S11","C","","35","","Hoja 2","SERVICIO PLUS FORD","Configuracion","0"
"__export__.delsol_financial_state_row_4814","S12","D","","35","","Hoja 2","SERVICIO PLUS FORD","Configuracion","0"
"__export__.delsol_financial_state_row_4815","S13","C","","36","","Hoja 2","GARANTIA Y POLITICA","Configuracion","0"
"__export__.delsol_financial_state_row_4816","S14","D","","36","","Hoja 2","GARANTIA Y POLITICA","Configuracion","0"
"__export__.delsol_financial_state_row_4817","S15","","","","(S14/S13)*100","","GARANTIA Y POLITICA","Configuracion","0"
"__export__.delsol_financial_state_row_4818","S18","C","","37","","Hoja 2","CARGOS INTERNOS","Configuracion","0"
"__export__.delsol_financial_state_row_4819","S19","D","","37","","Hoja 2","CARGOS INTERNOS","Configuracion","0"
"__export__.delsol_financial_state_row_4820","S20","","","","(S19/S18)*100","","CARGOS INTERNOS","Configuracion","0"
"__export__.delsol_financial_state_row_4821","S21","C","","38","","Hoja 2","SUBCONTRATOS REPARACIONES","Configuracion","0"
"__export__.delsol_financial_state_row_4822","S22","D","","38","","Hoja 2","SUBCONTRATOS REPARACIONES","Configuracion","0"
"__export__.delsol_financial_state_row_4823","S23","","","","(S22/S21)*100","","SUBCONTRATOS REPARACIONES","Configuracion","0"
"__export__.delsol_financial_state_row_4824","S24","C","","39","","Hoja 2","OTRAS VENTAS TALLER","Configuracion","0"
"__export__.delsol_financial_state_row_4825","S25","D","","39","","Hoja 2","OTRAS VENTAS TALLER","Configuracion","0"
"__export__.delsol_financial_state_row_4826","S26","","","","(S25/S24)*100","","OTRAS VENTAS TALLER","Configuracion","0"
"__export__.delsol_financial_state_row_4827","S27","C","","41","","Hoja 2","HORAS APLICADAS","Configuracion","0"
"__export__.delsol_financial_state_row_4828","S28","","","","S3+S8+S11+S13+S18+S21+S24","","TOTAL SERVICIO","Configuracion","0"
"__export__.delsol_financial_state_row_4829","S29","","","","S4+S9+S12+S14+S19+S22+S25","","TOTAL SERVICIO","Configuracion","0"
"__export__.delsol_financial_state_row_4830","S3","C","","33","","Hoja 2","REPARACIONES","Configuracion","0"
"__export__.delsol_financial_state_row_4831","S30","","","","(S29/S28)*100","","TOTAL SERVICIO","Configuracion","0"
"__export__.delsol_financial_state_row_4832","S31","","","","","","ORDENES DE SERVICIO DEL MES","Configuracion","0"
"__export__.delsol_financial_state_row_4833","S32","","","","","","ORDENES DE SERVICIO ACUMULADAS","Configuracion","0"
"__export__.delsol_financial_state_row_4834","S33","K","","41","","Hoja 1","VENTAS","Configuracion","0"
"__export__.delsol_financial_state_row_4835","S34","K","","43","","Hoja 1","MARGEN BRUTO","Configuracion","0"
"__export__.delsol_financial_state_row_4836","S36","K","","44","","Hoja 1","OTROS INGRESOS","Configuracion","0"
"__export__.delsol_financial_state_row_4837","S38","K","","45","","Hoja 1","OTROS EGRESOS","Configuracion","0"
"__export__.delsol_financial_state_row_4838","S4","D","","33","","Hoja 2","REPARACIONES","Configuracion","0"
"__export__.delsol_financial_state_row_4839","S40","","","","S34+S36-S38","","UTIL. BRUTA DEPARTAMENTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4840","S5","","","","(S4/S3)*100","","REPARACIONES","Configuracion","0"
"__export__.delsol_financial_state_row_4841","S50","K","","47","","Hoja 1","GASTOS VARIABLES","Configuracion","0"
"__export__.delsol_financial_state_row_4842","S52","","","","S40-S50","","MARGEN VARIABLE DEPTAL.","Configuracion","0"
"__export__.delsol_financial_state_row_4843","S62","K","","49","","Hoja 1","GASTOS FIJOS ASIGNADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4844","S66","","","","S52-S62","","MARGEN NETO DEPTAL.","Configuracion","0"
"__export__.delsol_financial_state_row_4845","S69","K","","51","","Hoja 1","GASTOS FIJOS DISTRIBUIDOS","Configuracion","0"
"__export__.delsol_financial_state_row_4846","S71","","","","S66-S69","","UTILIDAD OPERATIVA DEPTAL.","Configuracion","0"
"__export__.delsol_financial_state_row_4847","S79","J","cantidad total de personal afectado al area","36","","Hoja 2","SERVICIOS","Configuracion","0"
"__export__.delsol_financial_state_row_4848","S8","C","","34","","Hoja 2","CHAPA Y PINTURA","Configuracion","0"
"__export__.delsol_financial_state_row_4849","S80","","","","","","SERVICIOS PRODUCTIVO","Configuracion","0"
"__export__.delsol_financial_state_row_4850","S81","","","","","","SERVICIOS NO PRODUCTIVOS","Configuracion","0"
"__export__.delsol_financial_state_row_4851","S9","D","","34","","Hoja 2","CHAPA Y PINTURA","Configuracion","0"
"__export__.delsol_financial_state_row_4852","SS1","","","","(S12/S11)*100","","SERVICIO PLUS FORD","Configuracion","0"
"__export__.delsol_financial_state_row_4853","ST1","","","","N67/N66","","STOCK EN MESES VTAS","Configuracion","0"
"__export__.delsol_financial_state_row_4854","ST3","","","","U18/U17","","STOCK EN MESES VTAS","Configuracion","0"
"__export__.delsol_financial_state_row_4855","ST4","","","","B14/(R31-R32)","","STOCK EN MESES VTAS","Configuracion","0"
"__export__.delsol_financial_state_row_4856","T17","I","cantidad total de personal afectado al area","33","","Hoja 2","TRADICIONAL","Configuracion","0"
"__export__.delsol_financial_state_row_4857","T2","E","","49","","Hoja 1","GASTOS FIJOS ASIGNADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4858","T4","","","","N91-T2","","MARGEN NETO DEPTAL.","Configuracion","0"
"__export__.delsol_financial_state_row_4859","T7","E","","51","","Hoja 1","GASTOS FIJOS DISTRIBUIDOS","Configuracion","0"
"__export__.delsol_financial_state_row_4860","T9","","","","T4-T7","","UTILIDAD OPERATIVA DEPTAL.","Configuracion","0"
"__export__.delsol_financial_state_row_4861","TT1","","","","NT1+PT1","","TOTAL VEHIC.","Configuracion","0"
"__export__.delsol_financial_state_row_4862","TT10","","","","NT10+PT10","","TOTAL VEHIC.","Configuracion","0"
"__export__.delsol_financial_state_row_4863","TT11","","","","NT11+PT11","","TOTAL VEHIC.","Configuracion","0"
"__export__.delsol_financial_state_row_4864","TT12","","","","NT12+PT12","","TOTAL VEHIC.","Configuracion","0"
"__export__.delsol_financial_state_row_4865","TT2","","","","NT2+PT2","","TOTAL VEHIC.","Configuracion","0"
"__export__.delsol_financial_state_row_4866","TT3","","","","NT3+PT3","","TOTAL VEHIC.","Configuracion","0"
"__export__.delsol_financial_state_row_4867","TT4","","","","NT4+PT4","","TOTAL VEHIC.","Configuracion","0"
"__export__.delsol_financial_state_row_4868","TT5","","","","NT5+PT5","","TOTAL VEHIC.","Configuracion","0"
"__export__.delsol_financial_state_row_4869","TT6","","","","NT6+PT6","","TOTAL VEHIC.","Configuracion","0"
"__export__.delsol_financial_state_row_4870","TT7","","","","NT7+PT7","","TOTAL VEHIC.","Configuracion","0"
"__export__.delsol_financial_state_row_4871","TT8","","","","NT8+PT8","","TOTAL VEHIC.","Configuracion","0"
"__export__.delsol_financial_state_row_4872","TT9","","","","NT9+PT9","","TOTAL VEHIC.","Configuracion","0"
"__export__.delsol_financial_state_row_4873","U10","K","","7","","Hoja 2","COMERCIALES LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4874","U17","","","","U3+U10+US1","","TOTAL UNIDADES","Configuracion","0"
"__export__.delsol_financial_state_row_4875","U18","K","","10","","Hoja 2","STOCK","Configuracion","0"
"__export__.delsol_financial_state_row_4876","U23","I","","41","","Hoja 1","VENTAS","Configuracion","0"
"__export__.delsol_financial_state_row_4877","U24","I","","43","","Hoja 1","MARGEN BRUTO","Configuracion","0"
"__export__.delsol_financial_state_row_4878","U26","I","","44","","Hoja 1","OTROS INGRESOS","Configuracion","0"
"__export__.delsol_financial_state_row_4879","U28","I","","45","","Hoja 1","OTROS EGRESOS","Configuracion","0"
"__export__.delsol_financial_state_row_4880","U3","K","","6","","Hoja 2","AUTOMOVILES","Configuracion","0"
"__export__.delsol_financial_state_row_4881","U30","","","","U24+U26-U28","","UTIL. BRUTA DEPARTAMENTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4882","U40","I","","47","","Hoja 1","GASTOS VARIABLES","Configuracion","0"
"__export__.delsol_financial_state_row_4883","U42","","","","U30-U40","","MARGEN VARIABLE DEPTAL.","Configuracion","0"
"__export__.delsol_financial_state_row_4884","U52","I","","49","","Hoja 1","GASTOS FIJOS ASIGNADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4885","U54","","","","U42-U52","","MARGEN NETO DEPTAL.","Configuracion","0"
"__export__.delsol_financial_state_row_4886","U57","I","","51","","Hoja 1","GASTOS FIJOS DISTRIBUIDOS","Configuracion","0"
"__export__.delsol_financial_state_row_4887","U59","","","","U54-U57","","UTILIDAD OPERATIVA DEPTAL.","Configuracion","0"
"__export__.delsol_financial_state_row_4888","U67","K","cantidad total de personal afectado al area","33","","Hoja 2","USADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4889","US1","K","","8","","Hoja 2","COMERCIALES PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4890","V16","E","","29","","Hoja 1","ANTICIPO DE IMPUESTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4891","V17","E","","30","","Hoja 1","I.V.A. CREDITO FISCAL","Configuracion","0"
"__export__.delsol_financial_state_row_4892","V18","E","","31","","Hoja 1","CUENTAS PARTICULARES DE LOS SOCIOS","Configuracion","0"
"__export__.delsol_financial_state_row_4893","V19","","","","","","DEUDORES MOROSOS Y EN GESTION JUDICIAL","Configuracion","0"
"__export__.delsol_financial_state_row_4894","V20","","","","","","CUENTAS A COBRAR SOC. VINCULADAS","Configuracion","0"
"__export__.delsol_financial_state_row_4895","V21","","","","","","LINEA 1 OTRAS CUENTAS (DETALLAR)","Configuracion","Otros"
"__export__.delsol_financial_state_row_4896","V22","E","","32","","Hoja 1","LINEA 1 OTRAS CUENTAS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4897","V23","","","","","","LINEA 1 OTRAS CUENTAS (DETALLAR)","Configuracion","Otras Inversiones"
"__export__.delsol_financial_state_row_4898","V24","E","","33","","Hoja 1","LINEA 1 OTRAS CUENTAS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4899","V25","","","","","","LINEA 1 OTRAS CUENTAS (DETALLAR)","Configuracion","Caja Dolares"
"__export__.delsol_financial_state_row_4900","V26","E","","34","","Hoja 1","LINEA 1 OTRAS CUENTAS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4901","V27","","","","","","INTERESES DE TERCEROS PAGADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4902","V28","","","","","","INTERESES DE TERCEROS COBRADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4903","V29","","","","","","RESULTADO NETO OTRAS EXPLOTACIONES","Configuracion","0"
"__export__.delsol_financial_state_row_4904","V30","","","","","","RESULTADOS EXTRAORDINARIOS","Configuracion","0"
"__export__.delsol_financial_state_row_4905","V31","","","","","","LINEA 1 OTRAS CUENTAS (DETALLAR)","Configuracion","0"
"__export__.delsol_financial_state_row_4906","V32","","","","","","LINEA 1 OTROS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4907","V33","","","","","","LINEA 1 OTRAS CUENTAS (DETALLAR)","Configuracion","0"
"__export__.delsol_financial_state_row_4908","V34","","","","","","LINEA 2 OTROS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4909","V35","","","","","","LINEA 2 OTROS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4910","V36","","","","","","LINEA 2 OTROS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4911","V37","","","","","","LINEA 2 OTROS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4912","V38","","","","","","LINEA 2 OTROS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4913","V39","","","","","","LINEA 2 OTROS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4914","V5","","","","","","LINEA 2 OTROS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4915","V6","","","","","","LINEA 2 OTROS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4916","W1","","","","B33/B38","","LINEA 2 OTROS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4917","X5","","","","","","LINEA 2 OTROS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4918","Y1","","","","GS1/G1","","LINEA 2 OTROS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4919","Y2","","","","GS2/G1","","LINEA 2 OTROS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4920","Y3","","","","GS3/G1","","LINEA 2 OTROS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4921","Y5","","","","GS5/G1","","LINEA 2 OTROS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4922","Y6","","","","GS6/G1","","LINEA 2 OTROS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4923","Y7","","","","GS7/G1","","LINEA 2 OTROS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4924","Y8","","","","GS8/G1","","LINEA 2 OTROS (DETALLAR VALOR)","Configuracion","0"
"__export__.delsol_financial_state_row_4925","Y9","","","","GS9/G1","","LINEA 2 OTROS (DETALLAR VALOR)","Configuracion","0"
